#HLT_Ele23_WPLoose_Gsf
#HLT_Ele25WP60_SC4_Mass55
52     hltL1sL1SingleEG25
53     hltEle25WP60SC4TrackIsoFilter
54     hltEle25WP60SC4EtUnseededFilter
55     hltEle25WP60SC4Mass55Filter
#HLT_Ele30WP60_SC4_Mass55
56     hltL1sL1SingleEG25OrSingleIsoEG30er
57     hltEle30WP60SC4TrackIsoFilter
58     hltEle30WP60SC4HcalIsoFilter
59     hltEle30WP60SC4HcalIsoFilter
#HLT_Ele30WP60_Ele8_Mass55
#hltL1sL1SingleEG25OrSingleIsoEG30er
60     hltEle30WP60Ele8TrackIsoFilter
61     hltEle30WP60Ele8PixelMatchUnseededFilter
62     hltEle30WP60Ele8Mass55Filter
# HLT_Ele22_eta2p1_WP75_Gsf (25ns MC)
63     hltL1sL1SingleIsoEG20er
64     hltSingleEle22WP75GsfTrackIsoFilter
# HLT_Ele27_WPLoose_Gsf (Data)
65     hltL1sL1SingleIsoEG20OrSingleEG20OrSingleEG25
66     hltL1sL1SingleIsoEG20OrSingleEG20OrSingleEG25
