#HLT_Ele23_WPLoose_Gsf
0     hltL1sL1SingleEG20ORL1SingleEG15
1     hltEle23WPLooseGsfTrackIsoFilter
#HLT_Ele23_WP75_Gsf_v1 (50ns MC)
2     hltL1sL1SingleEG20
3     hltEle23WP75GsfTrackIsoFilter
#HLT_Ele27_eta2p1_WPLoose_Gsf , HLT_Ele27_eta2p1_WPTight_Gsf
4     hltL1sL1SingleIsoEG22erOrSingleEG25
5     hltEle27WPLooseGsfTrackIsoFilter
6     hltEle27WPTightGsfTrackIsoFilter
#HLT_Ele27_WP85_Gsf (50ns MC)
7     hltL1sL1SingleEG25
8     hltL1EG25Ele27WP85GsfTrackIsoFilter
#HLT_Ele27_eta2p1_WP75_Gsf (50ns MC)
9     hltL1sL1SingleIsoEG22erOREG25
10    hltEle27WP75GsfTrackIsoFilter
#HLT_Ele32_eta2p1_WPLoose_Gsf, HLT_Ele32_eta2p1_WPTight_Gsf_v1
11    hltL1sL1SingleIsoEG30erOrSingleEG40
12    hltEle32WPLooseGsfTrackIsoFilter
13    hltEle32WPTightGsfTrackIsoFilter
#HLT_Ele32_eta2p1_WP75_Gsf_v1 (50ns MC)
14    hltL1sL1SingleIsoEG30erOREG35
15    hltEle32WP75GsfTrackIsoFilter
#HLT_Ele105_CaloIdVT_GsfTrkIdT_v2
16    hltL1sL1SingleEG40ORL1SingleEG35ORL1SingleJet200
17    hltEle105CaloIdVTGsfTrkIdTGsfDphiFilter
#HLT_Ele115_CaloIdVT_GsfTrkIdT_v1
18    hltL1sL1SingleEG40ORL1SingleEG35
19    hltEle115CaloIdVTGsfTrkIdTGsfDphiFilter
#HLT_DoubleEle33_CaloIdL_GsfTrkIdVL
20     hltL1sL1SingleEG40OR35OR30OR25ORL1DoubleEG2210ORL1SingleJet200
21     hltEle33CaloIdLGsfTrkIdVLDPhiFilter
22     hltDiEle33CaloIdLGsfTrkIdVLDPhiUnseededFilter
#HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ
23     hltL1sL1DoubleEG2210
24     hltEle23Ele12CaloIdLTrackIdLIsoVLTrackIsoLeg1Filter
25     hltEle23Ele12CaloIdLTrackIdLIsoVLTrackIsoLeg2Filter
26     hltEle23Ele12CaloIdLTrackIdLIsoVLDZFilter
#HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ
27     hltL1sL1DoubleEG1510
28     hltEle17Ele12CaloIdLTrackIdLIsoVLTrackIsoLeg1Filter
29     hltEle17Ele12CaloIdLTrackIdLIsoVLTrackIsoLeg2Filter
30     hltEle17Ele12CaloIdLTrackIdLIsoVLDZFilter
#HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL
30     hltL1sL1Mu5EG20
31     hltMu8TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegTrackIsoFilter
#HLT_Mu8_TrkIsoVVL_Ele17_CaloIdL_TrackIdL_IsoVL
32     hltL1sL1Mu5EG15
33     hltMu8TrkIsoVVLEle17CaloIdLTrackIdLIsoVLElectronlegTrackIsoFilter
#HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL
34     hltL1sL1Mu20EG10
35     hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegTrackIsoFilter
#HLT_Mu17_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL
36     hltL1sL1Mu12EG10
37     hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegTrackIsoFilter
#HLT_Mu30_Ele30_CaloIdL_GsfTrkIdVL
38     hltL1sL1SingleMu16ORSingleMu25
39     hltEle30CaloIdLGsfTrkIdVLDPhiUnseededFilter
#HLT_Ele15_IsoVVVL_BTagCSV0p72_PFHT400,HLT_Ele15_IsoVVVL_PFHT350_PFMET70,HLT_Ele15_IsoVVVL_PFHT600,HLT_Ele15_PFHT300
40     hltL1sL1SingleEG5Open
41     hltEle15VVVLGsfTrackIsoFilter
#HLT_Ele17_CaloIdL_TrackIdL_IsoVL
42     hltL1sL1SingleEG15
43     hltEle17CaloIdLTrackIdLIsoVLTrackIsoFilter
#HLT_Ele23_CaloIdL_TrackIdL_IsoVL
44     hltL1sL1SingleEG20
45     hltEle23CaloIdLTrackIdLIsoVLTrackIsoFilter
#HLT_Ele12_CaloIdL_TrackIdL_IsoVL
46     hltL1sL1SingleEG10
47     hltEle12CaloIdLTrackIdLIsoVLTrackIsoFilter
#HLT_Ele25WP60_Ele8_Mass55
48     hltL1sL1SingleEG25
49     hltEle25WP60Ele8TrackIsoFilter
50     hltEle25WP60Ele8PixelMatchUnseededFilter
51     hltEle25WP60Ele8Mass55Filter
